Area_Name,Year,Group_Name,Sub_Group_Name,K_A_Cases_Reported,K_A_Female_10_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Chhattisgarh,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,10,0,0,0,0,0,0,10,0,3,7,0,10,0
Himachal Pradesh,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Kidnap - For Slavery,11. For Slavery,10,0,1,0,0,1,0,10,5,4,0,0,9,0
Bihar,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Kidnap - For Slavery,11. For Slavery,62,29,13,3,0,48,3,67,5,7,0,0,19,7
Gujarat,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Kidnap - For Slavery,11. For Slavery,58,0,0,0,0,0,0,58,8,25,25,0,58,0
West Bengal,2001,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Slavery,11. For Slavery,3,0,3,0,0,3,0,3,0,0,0,0,0,0
Assam,2002,Kidnap - For Slavery,11. For Slavery,13,0,0,0,0,0,0,13,0,8,5,0,13,0
Bihar,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Slavery,11. For Slavery,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Slavery,11. For Slavery,17,4,0,0,0,4,0,17,2,9,2,0,13,0
West Bengal,2002,Kidnap - For Slavery,11. For Slavery,2,0,1,0,0,1,0,2,0,1,0,0,1,0
Andhra Pradesh,2003,Kidnap - For Slavery,11. For Slavery,62,2,18,0,0,20,0,62,1,41,0,0,42,0
Arunachal Pradesh,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Maharashtra,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2003,Kidnap - For Slavery,11. For Slavery,2,0,0,0,0,0,0,2,2,0,0,0,2,0
West Bengal,2003,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Slavery,11. For Slavery,26,4,12,0,0,16,0,26,9,0,0,0,10,1
Arunachal Pradesh,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Slavery,11. For Slavery,33,0,14,8,0,22,0,33,0,8,1,2,11,0
Bihar,2004,Kidnap - For Slavery,11. For Slavery,10,0,0,0,0,0,0,10,0,5,5,0,10,0
Chhattisgarh,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Punjab,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Slavery,11. For Slavery,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Tripura,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Slavery,11. For Slavery,7,0,0,0,0,0,0,7,2,5,0,0,7,0
West Bengal,2004,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Gujarat,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Kidnap - For Slavery,11. For Slavery,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,3,3,0,0,0,3,0
Manipur,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Punjab,2005,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Tripura,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Slavery,11. For Slavery,21,0,0,0,0,0,0,21,0,14,7,0,21,0
West Bengal,2005,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Slavery,11. For Slavery,57,0,0,0,0,0,0,57,0,57,0,0,57,0
Chhattisgarh,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Slavery,11. For Slavery,16,0,2,0,0,2,0,16,6,8,0,0,14,0
Karnataka,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Slavery,11. For Slavery,6,0,0,0,0,0,0,6,0,0,5,0,6,1
Manipur,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Slavery,11. For Slavery,3,0,3,0,0,3,0,3,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Slavery,11. For Slavery,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Slavery,11. For Slavery,26,0,0,0,0,0,0,26,3,17,6,0,26,0
West Bengal,2006,Kidnap - For Slavery,11. For Slavery,4,3,0,0,0,3,0,4,1,0,0,0,1,0
Andhra Pradesh,2007,Kidnap - For Slavery,11. For Slavery,2,0,0,0,0,0,0,2,0,0,2,0,2,0
Arunachal Pradesh,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Slavery,11. For Slavery,8,0,3,0,0,3,0,8,0,5,0,0,5,0
Chhattisgarh,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Himachal Pradesh,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Madhya Pradesh,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Slavery,11. For Slavery,147,0,0,0,0,0,0,147,34,77,36,0,147,0
West Bengal,2007,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Slavery,11. For Slavery,7,0,7,0,0,7,0,7,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Slavery,11. For Slavery,6,0,0,0,0,0,0,6,0,3,2,1,6,0
Bihar,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Karnataka,2008,Kidnap - For Slavery,11. For Slavery,8,0,0,0,0,0,0,3,0,3,0,0,3,0
Madhya Pradesh,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Slavery,11. For Slavery,2,0,21,0,0,21,0,21,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Slavery,11. For Slavery,2,0,0,0,0,0,0,2,0,2,0,0,2,0
Puducherry,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Kidnap - For Slavery,11. For Slavery,94,0,0,0,0,0,0,94,31,57,6,0,94,0
West Bengal,2008,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Slavery,11. For Slavery,3,0,0,0,0,0,0,3,0,3,0,0,3,0
Arunachal Pradesh,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Slavery,11. For Slavery,9,0,0,0,0,0,0,9,0,3,6,0,9,0
Bihar,2009,Kidnap - For Slavery,11. For Slavery,5,0,0,0,0,0,0,5,2,3,0,0,5,0
Chandigarh,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Slavery,11. For Slavery,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Haryana,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Kidnap - For Slavery,11. For Slavery,59,0,0,0,0,0,0,59,42,17,0,0,59,0
West Bengal,2009,Kidnap - For Slavery,11. For Slavery,22,4,10,0,0,14,0,22,0,8,0,0,8,0
Andhra Pradesh,2010,Kidnap - For Slavery,11. For Slavery,2,0,0,0,0,0,0,2,0,2,0,0,2,0
Arunachal Pradesh,2010,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Kidnap - For Slavery,11. For Slavery,2,0,0,0,0,0,0,2,2,0,0,0,2,0
Chhattisgarh,2010,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Slavery,11. For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
